SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Jul 22 15:27:36 PDT 2026
User: Stephen Warren
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G24357
Integration Time (usec): 48000 (USB2G24357)
Spectra Averaged: 200 (USB2G24357)
Boxcar Smoothing: 0 (USB2G24357)
Correct for Electrical Dark: No (USB2G24357)
Strobe/Lamp Enabled: No (USB2G24357)
Correct for Detector Non-linearity: No (USB2G24357)
Correct for Stray Light: No (USB2G24357)
Number of Pixels in Processed Spectrum: 651
>>>>>Begin Processed Spectral Data<<<<<
350.00	122.81
351.00	123.94
352.00	124.88
353.00	125.42
354.00	124.90
355.00	124.78
356.00	124.14
357.00	123.76
358.00	126.80
359.00	124.75
360.00	124.11
361.00	125.32
362.00	124.44
363.00	124.59
364.00	125.37
365.00	124.67
366.00	125.04
367.00	126.78
368.00	125.95
369.00	126.21
370.00	126.01
371.00	126.16
372.00	125.51
373.00	127.48
374.00	125.48
375.00	124.86
376.00	124.66
377.00	125.95
378.00	126.70
379.00	126.04
380.00	125.17
381.00	126.58
382.00	125.96
383.00	124.97
384.00	125.22
385.00	125.37
386.00	125.51
387.00	125.20
388.00	125.07
389.00	126.13
390.00	125.08
391.00	125.51
392.00	126.88
393.00	127.09
394.00	126.00
395.00	129.76
396.00	125.65
397.00	125.61
398.00	126.58
399.00	125.99
400.00	125.56
401.00	125.42
402.00	126.71
403.00	126.67
404.00	125.63
405.00	126.54
406.00	126.61
407.00	126.78
408.00	126.81
409.00	127.88
410.00	126.98
411.00	125.46
412.00	127.23
413.00	127.87
414.00	128.27
415.00	127.93
416.00	128.90
417.00	127.09
418.00	127.58
419.00	130.12
420.00	128.90
421.00	129.39
422.00	128.05
423.00	127.73
424.00	127.49
425.00	128.35
426.00	127.84
427.00	129.91
428.00	128.14
429.00	128.00
430.00	128.87
431.00	128.81
432.00	128.51
433.00	129.16
434.00	130.81
435.00	130.06
436.00	129.75
437.00	130.42
438.00	131.13
439.00	131.16
440.00	130.93
441.00	130.19
442.00	130.64
443.00	132.57
444.00	130.79
445.00	131.58
446.00	132.01
447.00	130.53
448.00	131.72
449.00	134.42
450.00	132.34
451.00	131.86
452.00	131.44
453.00	131.54
454.00	132.27
455.00	132.69
456.00	133.01
457.00	134.07
458.00	133.75
459.00	134.13
460.00	133.08
461.00	134.24
462.00	135.25
463.00	134.82
464.00	136.46
465.00	135.84
466.00	136.24
467.00	138.75
468.00	138.16
469.00	137.77
470.00	138.13
471.00	137.54
472.00	137.56
473.00	138.66
474.00	138.90
475.00	139.89
476.00	139.38
