SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Aug 04 12:07:33 PDT 2026
User: Stephen Warren
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G24357
Integration Time (usec): 48000 (USB2G24357)
Spectra Averaged: 200 (USB2G24357)
Boxcar Smoothing: 0 (USB2G24357)
Correct for Electrical Dark: No (USB2G24357)
Strobe/Lamp Enabled: No (USB2G24357)
Correct for Detector Non-linearity: No (USB2G24357)
Correct for Stray Light: No (USB2G24357)
Number of Pixels in Processed Spectrum: 651
>>>>>Begin Processed Spectral Data<<<<<
350.00	159.84
351.00	160.05
352.00	160.51
353.00	160.90
354.00	160.82
355.00	160.87
356.00	160.38
357.00	160.30
358.00	161.71
359.00	160.92
360.00	160.63
361.00	161.81
362.00	161.59
363.00	160.65
364.00	161.38
365.00	160.76
366.00	161.81
367.00	162.64
368.00	161.74
369.00	162.03
370.00	161.87
371.00	162.19
372.00	162.30
373.00	163.11
374.00	161.95
375.00	161.02
376.00	160.78
377.00	162.27
378.00	162.36
379.00	162.59
380.00	161.29
381.00	162.56
382.00	161.87
383.00	161.42
384.00	161.84
385.00	161.95
386.00	162.08
387.00	162.09
388.00	161.79
389.00	162.24
390.00	161.78
391.00	161.71
392.00	162.63
393.00	163.26
394.00	162.63
395.00	165.24
396.00	162.11
397.00	161.98
398.00	162.61
399.00	162.59
400.00	162.14
401.00	162.09
402.00	162.49
403.00	162.86
404.00	161.92
405.00	162.86
406.00	162.71
407.00	163.17
408.00	162.54
409.00	163.83
410.00	162.58
411.00	162.10
412.00	163.84
413.00	164.40
414.00	164.12
415.00	163.93
416.00	164.60
417.00	163.56
418.00	163.61
419.00	165.42
420.00	164.68
421.00	165.29
422.00	164.06
423.00	164.39
424.00	164.51
425.00	165.17
426.00	164.47
427.00	165.76
428.00	164.89
429.00	164.91
430.00	165.26
431.00	164.71
432.00	165.04
433.00	165.66
434.00	166.98
435.00	166.43
436.00	166.69
437.00	166.94
438.00	167.48
439.00	167.73
440.00	167.95
441.00	167.49
442.00	167.97
443.00	169.87
444.00	168.35
445.00	168.71
446.00	168.61
447.00	168.53
448.00	168.93
449.00	170.32
450.00	169.90
451.00	169.19
452.00	169.27
453.00	169.30
454.00	170.08
455.00	170.51
456.00	170.41
457.00	171.65
458.00	171.79
459.00	171.64
460.00	171.56
461.00	172.66
462.00	173.60
463.00	173.53
464.00	175.10
465.00	175.02
466.00	175.12
467.00	177.00
468.00	176.53
469.00	176.48
470.00	176.99
471.00	177.09
472.00	176.92
473.00	177.84
474.00	178.07
475.00	179.26
476.00	178.99
477.00	179.32
478.00	179.94
479.00	181.56
480.00	181.54
481.00	180.74
482.00	182.13
483.00	182.52
484.00	184.06
485.00	185.81
486.00	185.90
487.00	185.90
488.00	185.93
489.00	187.62
490.00	189.33
491.00	189.30
492.00	191.36
493.00	192.54
494.00	193.42
495.00	193.37
496.00	195.33
497.00	196.63
498.00	197.33
499.00	197.09
500.00	197.69
501.00	197.13
502.00	197.71
503.00	198.40
504.00	199.43
505.00	198.47
506.00	199.03
507.00	199.11
508.00	201.19
509.00	198.21
510.00	199.20
511.00	197.91
512.00	198.53
513.00	198.76
514.00	199.47
515.00	199.01
516.00	199.27
517.00	199.69
518.00	198.94
519.00	201.29
520.00	201.40
521.00	200.52
522.00	201.78
523.00	202.38
524.00	202.07
525.00	202.72
526.00	202.76
527.00	204.46
528.00	204.97
529.00	207.03
530.00	205.29
531.00	206.02
532.00	207.43
533.00	208.58
534.00	209.52
535.00	211.34
536.00	211.15
537.00	212.04
538.00	211.78
539.00	214.17
540.00	214.48
541.00	213.11
542.00	213.69
543.00	214.21
544.00	213.30
545.00	214.50
546.00	213.93
547.00	217.71
548.00	215.39
549.00	213.53
550.00	214.37
551.00	214.23
552.00	212.75
553.00	213.70
554.00	213.80
555.00	214.98
556.00	215.59
557.00	214.64
558.00	214.71
559.00	216.28
560.00	216.83
561.00	213.99
562.00	216.31
563.00	216.57
564.00	216.99
565.00	218.54
566.00	217.74
567.00	219.22
568.00	219.70
569.00	220.48
570.00	222.46
571.00	221.78
572.00	223.43
573.00	223.52
574.00	224.57
575.00	225.71
576.00	225.94
577.00	226.09
578.00	230.09
579.00	229.57
580.00	231.15
581.00	231.45
582.00	231.76
583.00	232.70
584.00	234.05
585.00	234.22
586.00	234.62
587.00	235.00
588.00	234.73
589.00	235.40
590.00	235.35
591.00	235.88
592.00	235.08
593.00	234.30
594.00	234.82
595.00	233.34
596.00	232.89
597.00	234.14
598.00	234.20
599.00	233.19
600.00	232.88
601.00	232.68
602.00	232.64
603.00	233.22
604.00	232.98
605.00	233.83
606.00	233.64
607.00	232.36
608.00	233.06
609.00	233.03
610.00	232.75
611.00	233.16
612.00	234.31
613.00	233.17
614.00	233.83
615.00	232.54
616.00	234.88
617.00	233.69
618.00	235.89
619.00	235.40
620.00	234.99
621.00	236.90
622.00	236.50
623.00	235.36
624.00	237.84
625.00	238.43
626.00	238.92
627.00	240.91
628.00	238.86
629.00	239.58
630.00	239.24
631.00	240.96
632.00	240.19
633.00	240.27
634.00	240.68
635.00	241.44
636.00	239.94
637.00	241.43
638.00	241.71
639.00	240.68
640.00	240.81
641.00	240.53
642.00	239.23
643.00	239.04
644.00	238.00
645.00	238.75
646.00	238.07
647.00	237.61
648.00	236.33
649.00	235.91
650.00	234.12
651.00	233.30
652.00	232.57
653.00	232.80
654.00	232.80
655.00	231.39
656.00	231.29
657.00	229.83
658.00	231.42
659.00	227.88
660.00	228.72
661.00	227.31
662.00	226.61
663.00	225.63
664.00	226.46
665.00	225.52
666.00	225.00
667.00	223.85
668.00	225.93
669.00	223.26
670.00	222.89
671.00	221.22
672.00	220.42
673.00	220.12
674.00	221.44
675.00	220.87
676.00	220.56
677.00	220.03
678.00	218.54
679.00	218.47
680.00	217.50
681.00	218.82
682.00	218.38
683.00	215.72
684.00	216.58
685.00	215.64
686.00	216.42
687.00	215.04
688.00	213.71
689.00	212.82
690.00	214.11
691.00	212.00
692.00	212.29
693.00	212.92
694.00	211.43
695.00	210.25
696.00	211.06
697.00	210.03
698.00	208.71
699.00	208.02
700.00	207.60
701.00	207.29
702.00	204.89
703.00	209.23
704.00	203.74
705.00	202.80
706.00	202.82
707.00	199.80
708.00	198.81
709.00	197.69
710.00	196.48
